key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
8,"s1d2","s1d2",1,"Brüllvolx' Langrast",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,32,34,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Brüllvolx' Langrast","Dungeons",6,"Inmitten der dicht bewaldeten Regenfänger-Rinne haben nichtsahnende Goblins unter der Führung von Brüllvolx dieses Lager errichtet. Unglück<SoftHyphen/>licher<SoftHyphen/>weise haben sie dabei etwas geweckt, das niemals hätte erwachen dürfen. Als ein dunkler Schatten auf ihr Lager fiel, ergriffen die Goblins panisch die Flucht, ließen dabei aber die bei zahlreichen Streifzügen erbeuteten Schätze zurück. Seitdem wartet Brüllvolx geduldig auf die Gelegenheit, ihren Lagerplatz zurück<SoftHyphen/>zu<SoftHyphen/>erobern.",7,"ui/icon/112000/112007.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,"w1d3","w1d3",1,"Versunkener Tempel von Qarn",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,35,37,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Versunkener Tempel von Qarn","Dungeons",6,"Süd-Thanalan, verbrannt von der glühenden Sonne: Im Osten liegen langsam verfallend die halb im Boden versunkenen Tempelruinen von Qarn. Die Könige von Belah'dia, der Stadt, auf deren Trümmern dereinst Ul'dah errichtet werden sollte, beteten zu der Sonnengöttin Azeyma, und ihr zu Ehren wurde auch dieser Tempel errichtet, der ein besonderes Geheimnis birgt. Um Plünderern vorzubeugen, wurde die Anlage mit einer Reihe von tödlichen Fallen versehen ...",8,"ui/icon/112000/112009.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,"s1d3","s1d3",1,"Palast des Wanderers",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,45,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Palast des Wanderers","Dungeons",6,"Die Siebte Katastrophe und das Erscheinen des Erd-Primae Titan sorgten dafür, dass die Erdplatte, die Bronzesee fasste, unvermittelt absackte und der Wasserspiegel rapide fiel. Nachdem das Wasser versickert war, sah man ein Bauwerk, das sich am Grunde des Sees verborgen hatte: ein Palast, der Oschon dem Wanderer geweiht war, dem Gott der vor 1500 Jahren in Blüte stehenden Zivilisation von Nym. Keine sieben Sonnen dauerte es, bis sich die ersten Abenteurer hineinwagten, um seine Geheimnisse zu entschlüsseln.",13,"ui/icon/112000/112010.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,"r1d1","r1d1",1,"Steinerne Wacht",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,41,43,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Steinerne Wacht","Dungeons",6,"Ishgard, die Stadt, die sich hoch über das Wolkenmeer erhebt: Zu ihrem Schutz wurde die „Steinerne Wacht“ einst errichtet, doch sie vermochte dem Ansturm der Drachen nicht für immer standzuhalten. Die Bastion fiel und geriet in die Krallen der Erzfeinde Ishgards, die sie wie zum Hohn zu ihrem eigenen Lager erklärten. Ishgard, derart bedroht, sandte die Ritter von Durendaire aus, und es entbrannte eine wilde Schlacht zur Rückeroberung der Feste, die auch heute noch keinen endgültigen Sieger erkennen lässt.",10,"ui/icon/112000/112012.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"w1r1","w1r1",1,"Sägerschrei",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,38,40,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Sägerschrei","Dungeons",6,"Am Rande eines Wirtschaftswegs der Holzfäller in Richtung Coerthas liegt eine Höhle, in deren dämmrige Kühle sich schon viele Unwissende vor der sengenden Mittagshitze geflüchtet haben. Sie alle kamen nie wieder zurück, die Legende schreibt ihr Verschwinden einem dreiköpfigen Ungeheuer, der Chimära, zu. Ihre Schreie sollen weithin zu hören gewesen sein, und so nannte man den Ort des Verderbens den Sägerschrei. Die Schwarzlichtreiter, einst Eorzeas stärkste Söldner, sollen das Untier einmal besiegt haben - und doch wissen wir von keinem Überlebenden, der jemals den Sieg verkündet hätte ...",9,"ui/icon/112000/112011.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,"r1r1","r1r1",1,"Die Feste Dzemael",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,44,46,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Die Feste Dzemael","Dungeons",6,"Das Haus Dzemael, bedeutender Teil des hohen Ritteradels von Ishgard, begann einst, eine natürlich entstandene Höhle zu einer unterirdischen Feste zum Schutz gegen die Drachen auszubauen. Das Auftreten einer großen Zahl von Nichts<SoftHyphen/>gesand<SoftHyphen/>ten brachte die Konstruktionsarbeiten allerdings zum Stillstand, und kurz darauf gelang es auch noch den Garlearn, in die Feste einzudringen. Heute sind die Garlear spurlos verschwunden, doch verschiedene dämonische Kreaturen nutzen das Gemäuer als Brutstätte. Bevor sie nicht vertrieben sind, ist an die Fortsetzung der Bauarbeiten nicht zu denken.",11,"ui/icon/112000/112013.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,"f1d3","f1d3",1,"Die Ruinen von Amdapor",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,45,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Die Ruinen von Amdapor","Dungeons",6,"Ein altes Schloss, das durch die Hand der Gebieter vor den Blicken von Wanderern durch den Finsterwald verborgen gehalten wurde. Es ist ein Relikt der alten Kultur von Amdapor, der die Magie zur Hochblüte verhalf. Heute widerhallen die Ruinen von den Stimmen der „Jünger Dalamuds“, die den Mond verehren, dessen Einschlag die Siebte Katastrophe über Eorzea brachte. Immer wieder bringen sie ihrem Herren Blutopfer dar. Jemand muss den Ritualen der Kultisten ein Ende bereiten.",16,"ui/icon/112000/112015.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"w1d4","w1d4",1,"Castrum Meridianum - Außenbereich",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,42,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"Castrum Meridianum - Außenbereich","Dungeons",6,"Die letzte Phase der Operation „Marsch der Weisen“: Die Legion der Unsterblichen unter der Führung von Phönixgeneral Raubahn, Teil der Streitkräfte der Eorzäischen Allianz, bringt den garleischen Stützpunkt Castrum Meridianum in Bedrängnis. Währenddessen sollst du das Endziel erreichen: die Zerstörung der Trumpfkarte der Garlear, der Ultima-Waffe. Das Castrum ist schwerst geschützt und lässt die Mission nahezu aussichtslos erscheinen, doch nun ist die Zeit der letzten, äußersten Anstrengung gekommen. Möge der Urkristall dich leiten.",14,"ui/icon/112000/112016.tex",0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"w1d5","w1d5",1,"Castrum Meridianum - Praetorium",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,42,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"Castrum Meridianum - Praetorium","Dungeons",6,"Die Magitek-Energiefelder sind deaktiviert und der Weg ins Praetorium, den Innenbereich von Castrum Meridianum, ist frei. Die von General Raubahn geführten Kräfte der Allianz verstärken den Druck, doch die Garlear zeigen keine Anzeichen von Schwäche. Wenn es nicht gelingt, ihren Widerstand zu brechen, werden sie die Ultima-Waffe aktivieren können. Dring mit Cid Garlonds Luftschiff, der Enterprise, von oben in das Castrum ein und arbeite dich bis zur Ultima-Waffe in der unterirdischen Wartungsstation vor. ",15,"ui/icon/112000/112017.tex",0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,"s1d4","s1d4",1,"Pharos Sirius",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,48,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Pharos Sirius","Dungeons",6,"Einst warnte der eindrucksvolle Pharos Sirius Seefahrer, die den nahegelegenen Bierhafen anliefen, vor den trügerischen Phantominseln. Seit der Katastrophe ist der Leuchtturm jedoch stark beschädigt und von energiereichen Kristallen durchwuchert. Die Sirene, das legendäre Fabelwesen der Phantominseln, hat seitdem jegliche Versuche, den Leuchtturm instandzusetzen, unmöglich gemacht. Einmal wurde die Sirene vertrieben, doch sie ist zurückgekehrt und hat sich im Pharos Sirius eingenistet. Die Fischer von Bierhafen munkeln, dass sie nachts die Schreie längst verschollen geglaubter Seeleute aus dem Turm dringen hören. Was für ein fürchterliches Spiel treibt das abscheuliche Sirenenwesen? Sie und ihre monströse Brut gehören aus dem Pharos Sirius vertrieben!",17,"ui/icon/112000/112027.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,"w1d6","w1d6",1,"Kupferglocken-Mine (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,48,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Kupferglocken-Mine (schwer)","Dungeons",6,"Nachdem du die Hekatoncheiren besiegt und aus der Kupferglocken-Mine vertrieben hattest, wurde diese wieder für den Bergbaubetrieb geöffnet. Doch es dauerte nicht lange, bis erneut Probleme auftraten: Minenarbeiter der Amajina Bergbau AG, die Messungen in den unteren Stollen vornahmen, sind von tief in den Schächten hausenden Hekatoncheiren überfallen worden. Jetzt sind dringend fähige Abenteurer gefragt, die der Gefahr durch die hartnäckigen Riesen ein für alle Mal ein Ende setzen.",18,"ui/icon/112000/112025.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,"f1d4","f1d4",1,"Haukke-Herrenhaus (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,48,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Haukke-Herrenhaus (schwer)","Dungeons",6,"Lady Amandine, Oberhaupt der gridanischen Adelsfamilie der Dartancours, verlor ihre legendäre Schönheit an die Siebte Katastrophe. So sehr litt sie unter ihren entstellenden Verletzungen, dass sie einen Pakt mit dem Nichts einging, um ihre einstige Schönheit wiederzuerlangen. Doch sie wurde von Nichts<SoftHyphen/>gesand<SoftHyphen/>ten heimgesucht und selbst in eine Kreatur des Nichts verwandelt. Das Klageregiment schickte sich an, der Bedrohung ein Ende zu bereiten, doch das Herrenhaus hat sich auf bizarre Art verwandelt und der entsandte Trupp kehrte nie zurück. Nun soll ein zweiter Trupp die Vermissten suchen - wird ihn das gleiche Schicksal ereilen?",19,"ui/icon/112000/112026.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,"s1d6","s1d6",1,"Brüllvolx' Langrast (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,55,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Brüllvolx' Langrast (schwer)","Dungeons",6,"Brüllvolx' Langrast wurde von der Indigo-Hand überrannt. Die Geheimvereinigung von Wissenschaftlern ist hinter einem mühevoll ausgetüftelten Rezept her, das Brüllvolx der Indigo-Hand einst ganz respektlos klaute. Da du nun aber mal Brüllvolx' Verbündeter bist, musst du ihr wohl helfen, zumindest ihr Zuhause zurück<SoftHyphen/>zu<SoftHyphen/>erobern. Den Rest sollen die Goblins dann untereinander ausmachen.",22,"ui/icon/112000/112048.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,"w1d7","w1d7",1,"Halatali (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,55,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Halatali (schwer)","Dungeons",6,"Halatali, die unbarmherzige Ausbildungsstätte für Gladiatoren und Gil-Ritter, die im Kolosseum um Ruhm und Ehre kämpfen werden. Nach der kürzlichen Wiederherstellung der Ordnung in den blutverkrusteten Hallen wurde der Trainingsbetrieb wieder aufgenommen und nun sind auch Abenteurer zugelassen, um sich mit den erfahrenen Kämpfern und blutrünstigen Bestien zu messen, die für die Gladiatorenkämpfe gezüchtet und abgerichtet wurden: frisches Blut für die frisch geschrubbten Arenen.",21,"ui/icon/112000/112049.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,"f1d5","f1d5",1,"Historisches Amdapor",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,55,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Historisches Amdapor","Dungeons",6,"Amdapor gelangte am Ende des Fünften Zeitalters des Lichts dank der überragenden Fähigkeiten seiner Weißmagier zur Blüte - bis eine feindliche Macht Wesen aus dem Dunkel beschwor, die erst nach erbitterten Kämpfen gebannt werden konnten. Die Kräfte der Stadt waren davon aber so geschwächt, dass sie sich nach der Sechsten Katastrophe nicht mehr aus den Trümmern zu heben vermochte. Die Gebieter verbargen ihre Ruinen des historischen Amdapor und die darin versiegelten Kräfte der Finsternis darauf im Dickicht des Finsterwaldes; erst die jüngste Siebte Katastrophe legte sie erneut frei. ",20,"ui/icon/112000/112042.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,"s1d5","s1d5",1,"Schiffbrecher-Insel",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,70,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Schiffbrecher-Insel","Dungeons",6,"Im Golf von Rhotano, in der Inselgruppe, die als die Cieldaläen bekannt ist, liegt in dichten Nebel gehüllt die heimtückische Teufelssee. Seeleute bei klarem Verstand meiden diese gefährlichen Gewässer, aber nachdem ein Handelsschiff sich hierher verirrte, macht ein sagenhaftes Gerücht die Runde: Der Nebel habe sich um die kleine Schiffbrecher-Insel herum gelichtet und den Blick auf das Schiff des legendären Piratenkönigs Rauschebart freigegeben. Und wo das Schiff ist, kann sein Schatz nicht weit sein ...",23,"ui/icon/112000/112058.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,"f1d6","f1d6",1,"Totenacker Tam-Tara (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,70,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Totenacker Tam-Tara (schwer)","Dungeons",6,"Ein schmerzlicher Verlust trifft umso härter, wenn man das Glück, das man in Händen hielt, durch die eigenen Finger rinnen sieht. Nur diejenigen, die starken Willens sind oder einen verständnisvollen Freund an ihrer Seite haben, mögen es schaffen, neuen Mut zu schöpfen und hoffnungsvoll in die Zukunft zu blicken. Wie es jedoch den Mutlosen oder Einsamen ergehen kann, offenbart die vorliegende tragische Geschichte, die mit einem einfachen Brief beginnt ...",24,"ui/icon/112000/112059.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,"r1d2","r1d2",1,"Steinerne Wacht (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,70,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Steinerne Wacht (schwer)","Dungeons",6,"Die Ritter des Hauses Durendaire sind ausgerückt, um die Steinerne Wacht, einst verlässliches Bollwerk gegen die todbringenden Luftangriffe der Drachen, aus den Klauen der Drachenbrut zu befreien. Mit gewetzten Schwertern und polierten Rüstungen hat sich eine Einheit der stolzen Krieger in den Kampf gestürzt und einen Teil der Festung zurückerobert. Doch nun sitzen sie im Inneren der Wacht fest, weder in der Lage, einen entscheidenden Schlag gegen die Drachen zu führen, noch sich den Weg nach draußen freizukämpfen. Ob der Trupp Abenteurer, der sich einen Weg in die Feste gebahnt hat, ihnen helfen kann?",25,"ui/icon/112000/112060.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,"w1d8","w1d8",1,"Versunkener Tempel von Qarn (schwer)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,80,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Versunkener Tempel von Qarn (schwer)","Dungeons",6,"Nach deinem mutigen Eingreifen wurden die Aufräumarbeiten in den halb versunkenen Tempelruinen von Qarn nun ernsthaft in Angriff genommen. Als sich jedoch das Gerücht verbreitet, es gebe dort unermessliche Schätze zu holen, bleiben die Schwie<SoftHyphen/>rig<SoftHyphen/>keiten nicht aus. Unvorsichtige Plünderer aktivieren neue Fallen und Nenekkos Forschertrupp gerät in höchste Gefahr ...",28,"ui/icon/112000/112068.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,"r1d3","r1d3",1,"Das Schneekleid",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,80,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Das Schneekleid","Dungeons",6,"Der Klimasturz nach der Siebten Katastrophe ließ eine gigantische, unüberwindliche Eiswand entstehen, die den Weg vom zentralen ins westliche Hochland von Coerthas blockiert – das Schneekleid. Doch es wird vermutet, dass geheime Pfade die Eiswand durchziehen ... Werden sie dich tatsächlich zu Eisherz führen - und wirst du imstande sein, die Hinterhalte der Häretiker zu umgehen?",26,"ui/icon/112000/112066.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
