key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
8,"s1d2","s1d2",1,"le Bivouac de Brayflox",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,32,34,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Bivouac de Brayflox","Donjons",6,"Après un voyage épuisant à travers Éorzéa, c'est au plus profond de la ravine des Cueillepluies que la charismatique et entreprenante Gobeline Brayflox mains-propres, a choisi de bâtir son petit empire. Elle n'a toutefois pas réalisé qu'une autre présence était installée dans la forêt luxuriante. À présent évincés de ce territoire qui leur revenait de droit (?), Brayflox et les siens cherchent à reprendre le territoire et n'hésitent pas à demander l'aide de races inférieures... comme les aventuriers, par exemple.",7,"ui/icon/112000/112007.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,"w1d3","w1d3",1,"le Temple enseveli de Qarn",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,35,37,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Temple enseveli de Qarn","Donjons",6,"Il est dit que d'anciennes ruines sont à moitié enfouies dans l'est des terres arides du Thanalan méridional. On leur donne le nom de Temple enseveli de Qarn, un immense édifice que les rois de l'antique cité de Belah'dia, le prédecesseur d'Ul'dah, auraient bâti pour vénérer leur déesse tutélaire, Azeyma la Gardienne. Les rumeurs font également état de fabuleux trésors cachés entre ces murs... mais aussi de nombreux pièges mortels destinés à repousser les pillards.",8,"ui/icon/112000/112009.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,"s1d3","s1d3",1,"le Palais du Vagabond",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,45,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Palais du Vagabond","Donjons",6,"C'est suite au septième fléau et à un grand séisme provoqué par le Primordial Titan que la couche terrestre qui soutenait le lac d'Airain s'est affaissée, abaissant radicalement son altitude, et après dispersion des crues qui en découlèrent, révélant un vaste temple au centre de l'étendue d'eau. Cet antique édifice avait été bâti, plus de quinze siècles plus tôt, par les gens de Nym en l'honneur de leur dieu tutélaire, Oschon le Vagabond. Les trésors qu'il recèlerait sont l'objet de nombreuses convoitises, et l'on voit beaucoup d'aventurier y entrer en quête de fortune.",13,"ui/icon/112000/112010.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,"r1d1","r1d1",1,"le Vigile de Pierre",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,41,43,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Vigile de Pierre","Donjons",6,"Perchée dans les hauteurs de la Mer de nuages, la cité d'Ishgard a toujours été confrontée aux attaques de dragons, et c'est lors d'un assaut par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement violent de ces derniers que sa forteresse la plus importante, le Vigile de Pierre, tomba. Elle est depuis devenue un repaire pour ces créatures et leurs semblables. Ne pouvant laisser cet affront impuni, la maison Durendaire, l'une des plus nobles familles ishgardaises, a mobilisé ses chevaliers et s'est lancée dans une croisade pour reprendre l'ancien bastion, mais les combats sont âpres, et tous les renforts seront les bienvenus.",10,"ui/icon/112000/112012.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"w1r1","w1r1",1,"le Gouffre hurlant",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,38,40,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Gouffre hurlant","Donjons",6,"Près de la route qu'empruntent les bûcherons pour se rendre au Coerthas, se trouve l'entrée d'une profonde caverne où ne parvient quasiment aucune lumière. Bien imprudents sont ceux qui y cherchent refuge pour se protéger du soleil, car ils dis<SoftHyphen/>pa<SoftHyphen/>rais<SoftHyphen/>sent en ne laissant entendre qu'un dernier cri de terreur, ce qui a valu à cet endroit le nom de Gouffre hurlant. Certains prétendent d'ailleurs qu'il serait l'antre de la chimère, une terrible créature que les mercenaires appelés “les sentinelles du Clairobscur” avaient, pense-t-on, abattue autrefois. Seuls les plus braves seront en mesure d'élucider ce mystère.",9,"ui/icon/112000/112011.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,"r1r1","r1r1",1,"la Forteresse de Dzemael",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,44,46,0,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"la Forteresse de Dzemael","Donjons",6,"Utilisant des souterrains naturels, l'illustre famille ishgardaise des Dzemael avait commencé l'aménagement de cette forteresse pour se défendre contre les dragons... mais c'était sans compter sur l'apparition soudaine de créatures du néant dans les tunnels au cours des travaux, ni sur leur occupation par des troupes garlemaldaises. Bien que les Impériaux se soient retirés depuis, toutes sortes de démons et de monstres continuent de hanter ces lieux, les rendant inhabitables aux humains tant que ces créatures san<SoftHyphen/>gui<SoftHyphen/>nai<SoftHyphen/>res n'auront pas été exterminées jusqu'à la dernière.",11,"ui/icon/112000/112013.tex",0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,"f1d3","f1d3",1,"le Château d'Amdapor",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,45,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Château d'Amdapor","Donjons",6,"Ce vieux château en ruines était autrefois dissimulé à la vue des étrangers par un puissant sortilège des esprits de la forêt de Sombrelinceul. C'est là qu'habitaient jadis les gens d'Amdapor, une civilisation basée sur la haute magie. Ces vestiges sont désormais plus connus pour les in<SoftHyphen/>quié<SoftHyphen/>tan<SoftHyphen/>tes psalmodies que récitent les hérétiques des Survivalistes qui s'y cachent, et qui font écho sous la voûte des arbres. Les rituels impies qui y sont organisés auraient pour but d'invoquer Dalamud au prix de sacrifices humains. Cette secte malfaisante doit être annihilée avant que trop de sang n'ait été versé inutilement.",16,"ui/icon/112000/112015.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"w1d4","w1d4",1,"Castrum Meridianum",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,42,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"Castrum Meridianum","Donjons",6,"L'opération “la marche des Preux” va bientôt entrer dans sa dernière phase, et les forces de l'Alliance éorzéenne, composées prin<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>le<SoftHyphen/>ment des troupes des Immortels que dirige le général Raubahn Aldynn, se préparent à attaquer la base impériale de Castrum Meridianum. L'objectif principal de cette offensive est la destruction de l'Ultima Arma, l'atout militaire de Garlemald, mais le combat pour pénétrer dans l'une des places les mieux gardées s'annonce pour le moins âpre.",14,"ui/icon/112000/112016.tex",0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"w1d5","w1d5",1,"le Praetorium",False,0,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,42,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"le Praetorium","Donjons",6,"Le puissant champ de force qui protégeait Castrum Meridianum a été anéanti, permettant l'accès à son bastion principal, le Praetorium. Bien que les forces armées éorzéennes dirigées par le général Raubahn Aldynn aient réussi à l'encercler, l'armée impériale semble prête à résister jusqu'au bout pour défendre cette place forte. Si rien n'est fait, les Garlemaldais vont activer l'Ultima Arma. Pénétrez dans le Praetorium par les airs grâce à l'Entreprise de Cid et détruisez cette menace<Indent/>!",15,"ui/icon/112000/112017.tex",0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,"s1d4","s1d4",1,"le Phare de Sirius",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,48,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Phare de Sirius","Donjons",6,"N'ayant pas échappé aux dégâts du Fléau, le gigantesque Phare de Sirius est désormais transpercé par un immense cristal corrompu. Désireuses de remettre en état cette installation cruciale pour le trafic maritime, les autorités limséennes ont lancé des travaux de réfection de grande envergure, mais elles se heurtent à un problème imprévu, la présence dans les lieux d'une créature marine légendaire, la sirène.
Suite à la défaite que lui ont récemment infligée des aventuriers, elle s'est installée dans le phare et accompagnée de nombreux morts-vivants et d'autres rapaces côtiers, elle compte bien défendre bec et ongles son nouveau domaine. Braves combattants d'Éorzéa, vous allez devoir affronter cette abomination, tout en vous méfiant de ses chants, pour lui reprendre cet édifice<Indent/>!",17,"ui/icon/112000/112027.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,"w1d6","w1d6",1,"les Mines de Clochecuivre (brutal)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,48,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"les Mines de Clochecuivre (brutal)","Donjons",6,"Grâce au courage des aventuriers, la menace posée par les hécatonchires a pu être éliminée, et les Mines de Clochecuivre sont de nouveau accessibles aux mineurs d'Amaljina et Fils. C'est toutefois ce que l'on pensait jusqu'à ce qu'une équipe envoyée dans les galeries pour s'assurer de la sécurité des lieux ne revienne avec de bien mauvaises nouvelles. Il s'avère en effet que des géants, et des plus coriaces, continuent de rôder dans les profondeurs de ces tunnels souterrains. Une fois de plus, l'exploitant fait appel aux plus braves pour exterminer ces dangereux colosses et permettre enfin la remise en activité des filons de Clochecuivre.",18,"ui/icon/112000/112025.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,"f1d4","f1d4",1,"le Manoir des Haukke (brutal)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,48,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Manoir des Haukke (brutal)","Donjons",6,"Dame Amandine, la chef de l'illustre famille gridanienne des Dartancours, avait donc pactisé avec des êtres du néant pour retrouver son ancienne beauté. Toutefois, pour son plus grand malheur, loin de récupérer ses charmes, elle avait fini par perdre son âme, devenant l'égale de ces créatures démoniaques.
Bien qu'elle ait été résolue, cette terrible affaire continue de faire froid dans le dos à bien des gens, et craignant que de vils monstres hantent encore le Manoir des Haukke, les vigiles sombres ont décidé de lancer une expédition d'extermination... Mal<SoftHyphen/>heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment, aucun des membres envoyés dans l'ancienne bâtisse n'est revenu, et les autorités gridaniennes doivent maintenant organiser une nouvelle mission. Elles font appel aux aventuriers les plus ex<SoftHyphen/>pé<SoftHyphen/>ri<SoftHyphen/>men<SoftHyphen/>tés et courageux d'Éorzéa pour venir à bout des horreurs qui peuplent encore ces couloirs maudits.",19,"ui/icon/112000/112026.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,"s1d6","s1d6",1,"le Bivouac de Brayflox (brutal)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,55,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Bivouac de Brayflox (brutal)","Donjons",6,"Le Bivouac a été envahi par les membres de la Main indigo, une société secrète de Gobelins scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ques qui a décidé de récupérer par la force une recette de fromage que Brayflox leur a jadis dérobée. Votre camarade a donc fait appel à vous pour défendre une fois de plus son domaine et l'aider à secourir ses amis, nonobstant la légitimité de la vengeance de ses ennemis...",22,"ui/icon/112000/112048.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,"w1d7","w1d7",1,"Halatali (brutal)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,55,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Halatali (brutal)","Donjons",6,"Halatali est un nom qui a fait et défait de nombreuses réputations. Cette palestre souterraine abandonnée suite au Fléau est encore imprégnée du souffle de la violence qui l'agitait jadis. Suite à l'in<SoftHyphen/>ves<SoftHyphen/>ti<SoftHyphen/>ga<SoftHyphen/>tion des lieux par les aventuriers, la Fondation du Colisée d'Ul'dah a jugé qu'il était temps de rouvrir l'arène au public. Afin d'aider ses combattants à découvrir de nouvelles techniques martiales, elle aussi a décidé de permettre aux aventuriers de se mêler aux monstres et aux pro<SoftHyphen/>fes<SoftHyphen/>sion<SoftHyphen/>nels qui s'y entraînent. Les combats feront ainsi de nouveau rage dans cet autel à la gloire du combat, dont les austères murs seront bientôt souillés de sang et de sueur.",21,"ui/icon/112000/112049.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,"f1d5","f1d5",1,"les Vestiges de la cité d'Amdapor",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,55,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"les Vestiges de la cité d'Amdapor","Donjons",6,"Atteignant son apogée à la fin de la 5e ère astrale, l'ancienne Cité d'Amdapor connut une prospérité sous les auspices de ses prouesses en magie blanche. Mais un envoyé des ténèbres invoqué par des puissances ennemies plongea la glorieuse Cité dans le chaos. Scellée avec difficulté en ses murs, la présence maléfique signa l'arrêt de mort de la ville, qui ne survécut pas à la 6e ère ombrale. Aujourd'hui, le sceau qui contenait depuis si longtemps les ruines s'affaiblit, et le mal qui ronge la cité fantôme s'agite...",20,"ui/icon/112000/112042.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,"s1d5","s1d5",1,"l'Île de Crèvecarène",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,70,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"l'Île de Crèvecarène","Donjons",6,"Le “pertuis du diable”, une région ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment périlleuse des îles Cieldalaes surnommée ainsi en raison de ses nombreux récifs, a pour particularité d'être en permanence enveloppé dans une épaisse brume. Mais un navire marchand s'y est aventuré alors que la brume était, d'après l'équipage, inexplicablement dissipée. Et à la grande stupéfaction des marins, ils ont découvert là le vaisseau échoué du légendaire roi des pirates<Indent/>: Barbe-Brume. Il est temps de monter une expédition pour investir cet endroit autrefois inaccessible et retrouver le fabuleux trésor caché de l'Île de Crèvecarène.",23,"ui/icon/112000/112058.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,"f1d6","f1d6",1,"l'Hypogée de Tam-Tara (brutal)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,70,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"l'Hypogée de Tam-Tara (brutal)","Donjons",6,"Lorsqu'un bonheur qui semblait assuré nous échappe, nous nous efforçons de trouver un nouveau rêve et de nous y accrocher en espérant un avenir meilleur. Mais ceci n'est possible que lorsqu'un être aimé est auprès de nous pour nous soutenir... Que deviennent les âmes plus faibles qui n'ont pas cette chance, ceux dont la réalité est devenue une horreur qu'ils ne sont plus prêts à accepter<Indent/>? Cette histoire commence de façon banale, par une simple lettre d'invitation...",24,"ui/icon/112000/112059.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,"r1d2","r1d2",1,"le Vigile de Pierre (brutal)",False,0,0,0,108,"ContentMemberType#2",0,0,0,0,0,50,50,70,110,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"le Vigile de Pierre (brutal)","Donjons",6,"La maison Durendaire s'est enfin décidée à monter une opération pour reprendre le Vigile de Pierre, tombé aux mains des dragons depuis trop longtemps. Les vaillants chevaliers armés de lames et de lances sont prêts à lancer l'assaut sur leurs anciens murs. Mais l'ennemi ne renoncera pas sans combattre, et a d'ores et déjà établi une tête de pont pour bloquer l'accès central à la forteresse. Les dragons et leurs complices tiennent la place avec ténacité et ne semblent pas disposés à lâcher prise, c'est pourquoi il va être nécessaire de demander l'aide d'une personne qui a déjà réussi à s'infiltrer dans le Vigile.",25,"ui/icon/112000/112060.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
